X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-108.13291064,38.2064859970001,109539,EKU0,DEFAULT,,2018/07/19 01:02:00+00,2018/07/24 20:48:59+00,112,3,COMTC,6000,,,,Moderate,Flanking,Backing,Creeping,Natural,,,,,2018/07/17 21:14:29+00,Type 4 Incident,2018/09/05 20:00:00+00,0,100,0,0,P2,0204,RMCC,2018/07/18 22:44:59+00,2018/07/18 21:45:00+00,2018/07/18 22:44:59+00,F,Type 4 IC,Tarantula,"Nine miles northeast of Norwood, CO",WF,FI,38.2709,-108.1505,3,,{E4C42A60-3398-4D6F-A0F6-DBB2150FC4C7},,0,0,0,0,0,,000206,100,100,Norwood,Montrose,COMTC,08085,FS,COGMF,,USFS,Federal,,,,,,,RM31,FS,COGMF,US-CO,,,Timber (Litter and Understory),,31,2018-COGMF-000206,No Decision,wildcad,wildcad,0,,,2018/07/17 22:41:36+00,2018/09/05 20:17:52+00,IRWIN,{B30FC10B-B28C-4A6C-9034-8317C197AD85},,,
-102.946609357,37.107046166,110213,,DEFAULT,,2019/07/24 00:00:00+00,2019/07/26 15:00:00+00,250,250,COPBC,2000,,,,,,,,Natural,,,MF2V,,2019/07/17 23:28:00+00,,2019/08/01 20:00:00+00,,,,,PN,1502,RMCC,,,,,,M and 8,,WF,FI,37.09795,-102.8409,250,,{555AD184-48F6-4B21-B491-44A9F6500215},,0,1,0,0,0,,000862,100,100,,Baca,COPBC,08009,FS,COPSF,,USFS,Federal,,,,,,,RM42,C&L,COBAX,US-CO,,,,,,2019-COBAX-000862,No Decision,wildcad,wildcad,0,,,2019/07/18 00:17:06+00,2020/02/10 16:59:14+00,IRWIN,{E33B8A78-ECF5-4A90-B783-52E428AEA4CC},,,
-104.000009595,37.01802609,110602,,DEFAULT,,2020/09/25 20:29:59+00,2020/10/22 18:00:00+00,1682,1,COPBC,685000,,,,Minimal,Smoldering,Creeping,Isolated Torching,Natural,,,NG2C,,2020/08/22 21:23:00+00,Type 5 Incident,2020/10/30 18:00:00+00,0,100,0,0,PN,1502,RMCC,2020/09/25 20:29:59+00,2020/09/24 21:59:59+00,2020/09/25 20:29:59+00,F,Type 5 IC,East Fork,"12 miles southeast of Trinidad, CO",WF,FI,37.01144,-104.2288,232,,{53E09E66-586D-4E11-A0D0-BB56A5A83FD4},,0,1,0,0,0,0,001779,100,100,,Las Animas,COPBC,08071,,,,Private,Private,,,,,,,RM41,C&L,COLSX,US-CO,,,Brush (2 feet),Timber (Litter and Understory),6,2020-COLSX-001779,No Decision,wildcad,wildcad,0,,,2020/08/22 21:28:56+00,2020/11/03 22:58:40+00,IRWIN,{78A2F2BF-97D7-480B-A6EA-E1C87B21D455},,,
-107.211610349,37.3338959370001,112674,EKU7,DEFAULT,,2018/07/22 17:19:59+00,2018/08/19 00:59:59+00,20,0.1,CODRC,21000,,,,Minimal,Smoldering,,,Natural,,,,,2018/07/19 20:46:09+00,Type 4 Incident,2018/08/26 23:29:59+00,0,100,0,0,P2,0213,RMCC,2018/07/24 21:30:00+00,2018/07/24 00:00:00+00,2018/07/24 21:30:00+00,F,Type 4 IC,Devil Creek ,Devil Creek TS 1.4 miles NW of Hotz Springs,WF,FI,37.33772,-107.2342,20,,{49CC991F-B18D-4DD9-9B4B-864926555272},,0,0,0,0,0,,000901,100,100,Pagosa Springs,Archuleta,CODRC,08007,FS,COSJF,,USFS,Federal,New Mexico Principal,SW,NE,3,4,35,RM37,FS,COSJF,US-CO,,,Timber (Litter and Understory),,4,2018-COSJF-000901,No Decision,wildcad,wildcad,0,,,2018/07/19 23:37:27+00,2018/08/26 23:28:04+00,IRWIN,{DC2FD0BC-A6F1-4F9C-B434-F466E33D2A9E},,,
-107.799710484,37.400695909,114144,EKU7,DEFAULT,,2019/06/15 00:11:59+00,2019/07/01 14:00:00+00,20.7,0.1,CODRC,350000,,,,Minimal,Smoldering,,,Natural,,,,,2019/06/11 17:40:59+00,Type 4 Incident,2019/09/01 14:00:00+00,0,100,0,0,P2,0213,RMCC,2019/06/20 23:45:00+00,2019/06/20 22:30:00+00,2019/06/20 23:45:00+00,F,Type 4 IC,186,The fire is 9 miles to the northeast of Durango.,WF,FI,37.40069,-107.7997,0.5,,{E9045C47-92DF-4C92-8F78-3167536FCF46},,0,1,0,0,0,,000186,100,100,"Durango, CO",La Plata,CODRC,08067,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Heavy Logging Slash,,7,2019-COSJF-000186,No Decision,wildcad,wildcad,0,,,2019/06/11 18:44:07+00,2019/09/23 16:57:56+00,IRWIN,{EDDCA37F-31A9-4D77-9EE6-FBED957FD99B},,,
-108.205843851,37.1955614550001,116335,,DEFAULT,,2016/06/29 14:00:00+00,2016/07/01 15:59:59+00,20,0.1,CODRC,275000,,,,Minimal,,,,Natural,,,KB41,,2016/06/25 20:47:00+00,Type 3 Incident,2016/07/03 14:00:00+00,5,100,,,PA,1502,RMCC,2016/06/30 22:15:00+00,2016/06/29 21:45:00+00,2016/06/30 22:15:00+00,F,Type 3 Team,Cherry Creek,,WF,FI,37.14968,-108.2095,3,,{4B0DB4EB-D4C8-4738-9086-8745D1D3F8DD},,0,1,0,0,0,,000527,100,,Kline,La Plata,,08067,,COSUA,,BIA,Federal,New Mexico,NE,NW,13W,13,34N,RM35,BIA,COSUA,US-CO,,,"Dormant Brush, Hardwood Slash",,5,2016-COSUA-000527,Approved Decision,wildcad,wildcad,0,,,2016/06/25 21:47:10+00,2016/09/13 18:19:18+00,IRWIN,{6C751C4C-6B1A-4704-B157-208C0936A2BA},,,
-108.456680603,37.184445838,117110,,DEFAULT,,2017/08/31 22:46:00+00,2017/08/31 22:46:00+00,0.3,0.1,CODRC,1000,,,,Minimal,Smoldering,Smoldering,,Natural,,,K9Z8,,2017/08/20 22:15:59+00,Type 5 Incident,2017/09/04 20:45:00+00,100,,,,PP,1502,RMCC,2017/09/07 21:30:00+00,2017/08/31 20:29:59+00,2017/09/07 21:30:00+00,F,Type 5 IC,School Section,12 miles southeast of Cortez,WF,FI,37.13704,-108.4594,0.1,,{5106887F-815C-4F6D-8443-CAB9B0CAB027},,0,1,0,0,0,0,000909,100,100,,Montezuma,,08083,,COMVP,,NPS,Federal,,,,,,,RM N,NPS,COMVP,US-CO,,,Timber (Grass and Understory),,1,2017-COMVP-000909,,wildcad,wildcad,0,,,2017/08/21 00:30:15+00,2017/09/18 20:49:07+00,IRWIN,{E6CE193F-099E-4E55-9580-C3EF07041907},,,
-108.316110856,39.752876185,117501,,DEFAULT,,2019/10/17 21:00:00+00,2019/10/30 17:15:00+00,3766,0.1,COCRC,675000,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,,,MQ8G,,2019/09/05 21:14:59+00,Type 4 Incident,2019/10/30 18:00:00+00,0,0,0,100,,,RMCC,2019/10/17 21:59:59+00,2019/10/10 23:00:00+00,2019/10/17 21:59:59+00,F,Type 4 IC,HUNT,"28 miles SW of Meeker, CO",WF,FI,39.81714,-108.2868,0.5,,{ED076D93-4E1B-4102-A4B8-C02B6BBC7453},,0,1,0,0,0,,000299,100,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,,,Brush (2 feet),Timber (Litter and Understory),0,2019-COWRD-000299,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/09/11 21:25:59+00,2019/09/05 23:55:15+00,2019/11/05 17:35:10+00,IRWIN,{B9BB8E0D-836D-4AB7-A810-E84C9CFA028D},,,
-108.937632837,39.0502804020001,117709,,CERTIFIED,,2020/06/10 02:00:00+00,2020/06/21 18:00:00+00,1094,250,COGJC,300000,,,2021/02/08 22:52:05+00,Minimal,Smoldering,Creeping,,Natural,Lightning,,M5YK,,2020/06/05 23:19:59+00,Type 4 Incident,2021/01/07 18:59:59+00,0,100,0,0,PD,1502,RMCC,2020/06/10 21:00:00+00,2020/06/09 23:00:00+00,2020/06/10 21:00:00+00,F,Type 4 IC,Sieber,"15 miles SW of Fruita, CO",WF,FI,39.03925,-108.9214,1100,2020/06/05 23:51:59+00,{C58A09C9-B3C3-4526-A2E4-5AFC2DDBC3B2},,0,1,0,0,0,0,000106,100,100,,Mesa,COGJC,08077,BLM,COGRD,,BLM,Federal,,,,,,,RM26,BLM,COGRD,US-CO,Grass-Shrub,GS2,Brush (2 feet),,8,2020-COGRD-000106,Pending Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,,2020/06/05 23:48:03+00,2021/02/08 22:52:05+00,IRWIN,{876B7726-54AC-468E-AB47-2A583F3DE8DA},,,
-106.860210304,37.653786004,117848,,DEFAULT,170.8714,2020/09/11 00:00:00+00,2020/11/17 20:29:59+00,171,8,COPBC,1700000,,,,Minimal,Smoldering,Creeping,Creeping,Natural,,,M7YW,,2020/06/28 19:15:00+00,Type 4 Incident,2020/12/28 22:25:00+00,20,0,60,20,P2,0209,RMCC,2020/09/11 23:29:59+00,2020/09/11 00:30:00+00,2020/09/11 23:29:59+00,F,Type 4 IC,Goose Creek,14 miles SE of Creed CO,WF,FI,37.76939,-106.803,10,,{614146A1-389E-4A4D-96FC-9B423D6FFB5B},,0,0,0,0,0,0,000960,100,99,Creede,Mineral,COPBC,08079,FS,CORGF,,USFS,Federal,,,,,,,RM38,FS,CORGF,US-CO,,,Timber (Litter and Understory),Timber (Litter and Understory),3,2020-CORGF-000960,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2020/07/27 01:55:01+00,2020/06/28 21:31:35+00,2020/12/28 22:27:17+00,IRWIN,{B0B1346B-A588-4598-958F-5087CE18B2AE},,,
-103.990009928,40.1907465510001,119228,,DEFAULT,,,,395,37,COFTC,10000,,,,Active,,,,Unknown,,,,,2020/07/07 22:52:03+00,Type 4 Incident,,0,100,0,0,,,RMCC,2020/07/08 14:00:00+00,2020/07/07 23:00:00+00,2020/07/08 14:00:00+00,F,Type 4 IC,IA 387,"6 m i. SE of Wiggins, CO",WF,FI,40.19074,-103.9901,37,,{0481C517-9E15-4257-BE1F-E1ED323399E4},,0,0,0,0,0,0,000387,100,100,,Morgan,COFTC,08087,,,,Private,Private,,,,,,,RM24,C&L,COMGX,US-CO,,,Short Grass (1 foot),,,2020-COMGX-000387,No Decision,wildcad,wildcad,0,,,2020/07/07 23:17:23+00,2020/07/10 01:02:11+00,IRWIN,{097B21CC-9DE3-412D-8280-B7790D14856E},,,
-107.271510604,39.5665462360001,121329,,CERTIFIED,32460.0965,2020/12/18 16:30:00+00,2021/02/22 18:30:00+00,32431,250,COGJC,39120000,,,2021/03/10 22:31:17+00,Minimal,Smoldering,Creeping,Smoldering,Unknown,Investigated but Undetermined,,NEF1,,2020/08/10 19:36:00+00,Type 4 Incident,2021/03/10 15:00:00+00,0,0,0,100,P2,0215,RMCC,2020/12/18 15:59:59+00,2020/12/10 20:00:00+00,2020/12/18 15:59:59+00,F,Type 4 IC,Grizzly Creek,"1 mile east of Glenwood Springs, CO",WF,FI,39.61766,-106.4626,250,2020/08/10 19:40:00+00,{BC150C8C-D9C8-4C14-8725-2B84D7695302},,0,1,0,0,0,0,000348,100,100,Glenwood Springs,Garfield,COGJC,08045,FS,COWRF,,USFS,Federal,,,,,,,RM27,FS,COWRF,US-CO,Grass-Shrub,GS2,Timber (Litter and Understory),Brush (2 feet),0,2020-COWRF-000348,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2020/09/25 16:33:59+00,2020/08/10 20:03:46+00,2021/03/10 22:31:18+00,IRWIN,{EF61D5FB-7C31-49EA-8C35-EB3B778E3759},,,
-106.888240281,37.3594259610001,122585,,DEFAULT,,2017/06/03 18:59:59+00,2017/06/06 18:30:00+00,0.1,,,1500,,,,Minimal,Smoldering,,,Natural,,,,,2017/06/02 00:59:59+00,Type 4 Incident,2017/06/17 22:20:00+00,,,,,,,RMCC,2017/06/08 21:59:59+00,2017/06/02 21:59:59+00,2017/06/08 21:59:59+00,F,Type 4 IC,Johnny Creek,"10 miles NE of Pagosa Spring, CO",WF,FI,,,,,{BCDCD0E8-A290-4154-8458-839132ABF6E6},,0,,,,,0,000236,100,100,Pagosa Springs,Archuleta,,08007,,COSJF,,USFS,Federal,New Mexico Principal,NE,SW,1E,18,36N,RM N,FS,COSJF,US-CO,,,Timber (Grass and Understory),,7,2017-COSJF-000236,,ics209,wfdss,0,,,2017/06/02 22:25:53+00,2017/06/18 21:56:27+00,IRWIN,{E04E0D0A-474D-4240-9B8B-056705E26695},,,
-107.035310602,39.980556307,122596,,DEFAULT,,2016/11/23 18:59:59+00,2016/11/23 19:15:00+00,0.1,0.1,COGJC,5000,,,,Minimal,Smoldering,Creeping,,Natural,,,,,2016/08/30 00:29:22+00,Type 5 Incident,2016/11/23 19:30:00+00,,,100,,,,RMCC,2016/11/23 18:59:59+00,2016/11/17 18:59:59+00,2016/11/23 18:59:59+00,F,Type 5 IC,Dome Peak,,WF,FI,39.96632,-107.0838,0.1,,{EA69A8C4-39C8-4B65-9E4B-F1EB13EA3CDA},,0,0,0,0,0,,000562,100,,,Garfield,COGJC,08045,FS,COWRF,,USFS,Federal,6th Principal Meridian,SW,NW,86W,18,1S,RM21,FS,COWRF,US-CO,,,Timber (Litter and Understory),,5,2016-COWRF-000562,,wildcad,wildcad,0,,,2016/08/30 17:35:30+00,2018/08/24 21:59:15+00,IRWIN,{6EFD5F99-8111-4F59-87EC-2EF7D2C79745},,,
-108.571399904,40.4991729600001,122613,,DEFAULT,,2016/08/18 00:59:59+00,2016/10/05 18:24:59+00,354,50,COCRC,300000,,,,Minimal,Creeping,Smoldering,,Natural,,,KL49,,2016/08/14 19:27:00+00,Type 3 Incident,2016/10/05 18:24:59+00,,100,,,PD,1502,RMCC,2016/08/17 21:30:00+00,2016/08/17 00:00:00+00,2016/08/17 21:30:00+00,F,Type 3 IC,HAPPY HOLLOW,,WF,FI,40.52966,-108.559,30,,{5D53DDAE-9484-4800-BE56-ABDCEC00BDCC},,0,1,0,0,0,,000363,100,,,Moffat,,08081,,COLSD,,BLM,Federal,,,,,,,RM20,BLM,COLSD,US-CO,,,Timber (Grass and Understory),Short Grass (1 foot),90,2016-COLSD-000363,Approved Decision,wildcad,wildcad,0,,,2016/08/14 20:47:08+00,2017/01/13 18:26:02+00,IRWIN,{03FC98F7-EBB0-4767-9815-569BB762CAB0},,,
-106.691677337,40.8816731490001,123622,,DEFAULT,,2016/07/31 20:00:00+00,2016/07/31 20:00:00+00,0.1,0.1,COCRC,10000,,,,Minimal,Smoldering,Creeping,,Natural,,,KC74,,2016/06/29 17:51:59+00,Type 4 Incident,2016/07/31 20:00:00+00,,,100,,P2,0206,RMCC,2016/07/31 21:59:59+00,2016/07/29 00:30:00+00,2016/07/31 21:59:59+00,F,Type 4 IC,North Fork,,WF,FI,40.88,-106.7068,0.1,,{5B0070FF-0F45-4643-AD94-E615E6F05271},,0,1,0,0,0,,000127,100,,Walden,Routt,,08107,,WYMBF,,USFS,Federal,,,,,,,RM21,FS,CORTF,US-CO,,,Timber (Litter and Understory),,1,2016-CORTF-000127,Approved Decision,wildcad,ics209,0,,,2016/06/29 21:39:48+00,2016/07/31 22:01:12+00,IRWIN,{491EE438-6AB7-46FC-9F40-5455E31894D6},,,
-108.212810679,38.4150560190001,124626,EKU0,DEFAULT,,2018/07/18 18:27:00+00,2018/07/20 18:55:00+00,0.5,0.5,COMTC,6000,,,,Minimal,Smoldering,Smoldering,,Natural,,,,,2018/07/16 18:37:10+00,Type 4 Incident,2018/07/20 18:56:00+00,90,10,0,0,P2,0204,RMCC,2018/07/18 21:00:00+00,2018/07/18 12:00:00+00,2018/07/18 21:00:00+00,F,Type 4 IC,Davis Point ,Sixteen west of Montrose CO,WF,FI,38.46536,-108.2389,0.5,,{205D1471-F2E7-47AF-9E7B-2031B42020BE},,0,0,0,0,0,,000199,100,100,Montrose,Montrose,COMTC,08085,FS,COGMF,,USFS,Federal,New Mexico Principal,,,R12W,17,T48N,RM31,FS,COGMF,US-CO,,,Timber (Litter and Understory),,6,2018-COGMF-000199,Approved Decision,wildcad,wildcad,0,,,2018/07/16 22:07:03+00,2018/07/20 18:55:30+00,IRWIN,{40B5D412-EFC7-4366-B9EB-5642FDB3615F},,,
-107.36151074,40.512876352,125072,,DEFAULT,,2018/09/07 00:00:00+00,2018/09/07 00:00:00+00,685,10,COCRC,35000,,,,Minimal,Smoldering,,,Natural,,,L4DR,,2018/09/01 01:43:00+00,Type 4 Incident,2018/10/04 20:10:00+00,0,100,0,0,,,RMCC,2018/09/07 00:00:00+00,2018/09/06 00:00:00+00,2018/09/07 00:00:00+00,F,Type 4 IC,MURPHY ,"3NM West of Hayden, CO",WF,FI,40.50608,-107.3614,10,,{1571BA74-60B5-48D7-8C59-25B464D6CF70},,0,1,0,0,0,,000531,100,100,,Routt,COCRC,08107,C&L,CORTX,,,,,,,,,,RM20,C&L,CORTX,US-CO,,,Tall Grass (2.5 feet),Brush (2 feet),5,2018-CORTX-000531,No Decision,wildcad,wildcad,0,,,2018/09/01 02:33:09+00,2018/11/08 19:42:57+00,IRWIN,{36941F4C-0A84-4D66-BA97-4F964F1CECF0},,,
-102.918909351,37.1118561690001,126642,EKU6,DEFAULT,,2019/07/24 00:00:00+00,2019/07/26 15:00:00+00,1335,200,COPBC,486276,,,,Minimal,Torching,Running,,Natural,,,,,2019/07/18 02:24:36+00,Type 4 Incident,2019/08/01 20:00:00+00,0,100,0,0,P2,0212,RMCC,2019/07/22 09:00:00+00,2019/07/20 23:00:00+00,2019/07/22 09:00:00+00,F,Type 4 IC,Register Spring,"20 miles SW of Pritchett, CO",WF,FI,37.11185,-102.9189,200,,{924FD278-EBF1-43FA-9C15-A3DA6E58EF3D},,0,0,0,0,0,,000865,100,100,,Baca,COPBC,08009,FS,COPSF,,USFS,Federal,,,,,,,RM42,FS,COPSF,US-CO,,,Tall Grass (2.5 feet),Brush (2 feet),13,2019-COPSF-000865,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/07/23 17:02:35+00,2019/07/18 14:22:04+00,2020/02/10 17:00:24+00,IRWIN,{9E2BFEA2-C04B-4D93-923D-12C0C2CD1109},,,
-108.403710729,38.491366016,127535,EKUO,DEFAULT,14.6005,2017/11/09 15:59:59+00,2017/11/09 17:00:00+00,12,0.5,COMTC,4500,,,,Minimal,Creeping,Smoldering,,Natural,,,,,2017/10/16 13:44:17+00,Type 4 Incident,2017/11/09 18:13:00+00,25,,75,,P2,0204,RMCC,2017/11/09 18:00:00+00,2017/11/02 17:00:00+00,2017/11/09 18:00:00+00,F,Type 4 IC,Sawmill,"16 Miles East of Olathe, CO",WF,FI,38.58966,-108.3928,8.5,,{BFE59F88-2DBE-433D-99C8-3F5C36BE1BCB},,0,0,0,0,0,0,000295,100,0,,Montrose,,08085,,COGMF,,USFS,Federal,,,,,,,RM31,FS,COGMF,US-CO,,,"Dormant Brush, Hardwood Slash",Timber (Litter and Understory),,2017-COGMF-000295,Approved Decision,wildcad,wildcad,0,,,2017/10/17 00:10:00+00,2017/11/14 23:57:02+00,IRWIN,{09427081-828F-4BFA-8AA9-66E240533FC8},,,
-106.655010546,40.2234263660001,127735,,DEFAULT,18806.4328,2018/10/24 19:30:00+00,2018/11/06 15:30:00+00,20120,3,COCRC,28120000,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,,,L023,,2018/07/19 20:32:59+00,Type 4 Incident,2018/12/13 19:30:00+00,0,80,20,0,P2,0206,RMCC,2018/10/25 20:29:59+00,2018/10/24 20:15:00+00,2018/10/25 20:29:59+00,F,Type 4 IC,SILVER CREEK,"16 miles NW of Kremmling, CO",WF,FI,40.18204,-106.5819,,,{0610700E-2806-4CB9-8883-F37CC79B7075},,0,1,0,0,0,,000312,100,100,,Routt,COCRC,08107,FS,WYMRF,,USFS,Federal,,,,,,,RM21,,WYMRF,US-CO,,,Timber (Litter and Understory),Brush (2 feet),4,2018-WYMRF-000312,Approved Decision,wildcad,wildcad,0,,,2018/07/19 22:03:30+00,2018/12/13 19:49:47+00,IRWIN,{9FEBCF0D-B55A-474A-BF1D-4E368721AEEA},,,
-106.184210363,39.583406315,127873,EKU9,DEFAULT,,,,0.1,0.1,COGJC,5000,,,,Minimal,Smoldering,,,Natural,,,,,2016/10/10 00:13:06+00,Type 5 Incident,2016/11/29 21:00:00+00,100,,,,P2,0215,RMCC,2016/11/29 20:00:00+00,2016/11/23 18:00:00+00,2016/11/29 20:00:00+00,F,Type 5 IC,Ten Mile,,WF,FI,39.58112,-106.1867,0.1,,{8605F7CB-CF6A-4B83-9483-D53127DFDC0C},,0,1,0,0,0,,000663,100,,Silverthorne,Summit,COGJC,08117,FS,COWRF,,USFS,Federal,,,,,,,RM28,FS,COWRF,US-CO,,,Timber (Grass and Understory),,,2016-COWRF-000663,Approved Decision,wildcad,wildcad,0,,,2016/10/10 19:23:50+00,2018/08/24 21:58:46+00,IRWIN,{82FB62FE-E2F4-47ED-9718-1B49BCBB8AD8},,,
-105.114210103,39.4391263690001,128131,,DEFAULT,,2017/09/04 03:00:00+00,2017/09/04 22:53:00+00,6,6,COPBC,40000,,,,Minimal,,,,Natural,,,LA80,,2017/08/31 17:55:00+00,Type 4 Incident,2017/09/09 20:29:59+00,,100,,,P2,0212,RMCC,2017/09/09 20:29:59+00,2017/09/04 12:00:00+00,2017/09/09 20:29:59+00,F,Type 4 IC,Waterton,"2.5 mi SW of Roxborough Park, E of Waterton Canyon.",WF,FI,39.49355,-105.0881,2.3,,{15D8C2F3-2007-4789-A466-E2985C47AAFF},,0,1,0,0,0,0,001635,100,100,,Douglas,COPBC,08035,,COPSF,,USFS,Federal,,,,,,,RM30,FS,COPSF,US-CO,,,Timber (Litter and Understory),Brush (2 feet),24,2017-COPSF-001635,,wildcad,wildcad,0,,,2017/08/31 19:48:59+00,2020/01/15 17:34:59+00,IRWIN,{488DE4B9-D5A4-4CAB-BE2B-83D2B1AA69B0},,,
-108.806010749,37.8743959080001,128248,,DEFAULT,,2017/07/25 21:30:00+00,2017/07/25 21:30:00+00,700,10,CODRC,440000,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Natural,,,K3WL,,2017/07/02 23:52:59+00,Type 4 Incident,2017/07/25 21:30:00+00,,,,,PD,1502,RMCC,2017/07/20 20:45:00+00,2017/07/17 20:45:00+00,2017/07/20 20:45:00+00,F,Type 4 IC,East Rim,10 miles NE of Dove Creek,WF,FI,37.87582,-108.9405,10,,{A17DA2F1-0A33-4EA0-B846-47C4F822CFF4},,0,1,0,0,0,0,000502,100,100,Dove Creek,Dolores,,08033,,COSWD,,BLM,Federal,,,,,,,RM N,BLM,COSJD,US-CO,,,Timber (Litter and Understory),Brush (2 feet),0,2017-COSJD-000502,Approved Decision,wildcad,wildcad,0,,,2017/07/03 15:46:53+00,2017/08/24 17:26:49+00,IRWIN,{5820097F-E93A-4B7E-A0CA-F03A792DF015},,,
-108.084710846,40.083436244,128462,,CERTIFIED,867.5329,2020/07/22 23:09:00+00,2020/09/10 14:00:00+00,868,60,COCRC,1,,,2021/02/09 16:28:24+00,Minimal,Smoldering,Group Torching,,Natural,Lightning,,M9T6,,2020/07/15 19:15:00+00,Type 4 Incident,2020/09/10 15:59:59+00,0,100,0,0,,,RMCC,2020/07/22 23:00:00+00,2020/07/21 23:00:00+00,2020/07/22 23:00:00+00,F,Type 4 IC,GRASSY,"9nm W of Meeker, CO",WF,FI,40.07427,-108.0857,60,2020/07/15 19:15:00+00,{FE5D3C10-8FA2-4861-8623-384B58E16674},,0,1,0,0,0,0,000189,100,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,Brush,SH2,Brush (2 feet),Tall Grass (2.5 feet),6,2020-COWRD-000189,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/07/17 00:11:58+00,2020/07/15 19:45:01+00,2021/02/09 16:28:37+00,IRWIN,{79528E23-71FB-49BF-BC91-EF0F0F2EC599},,,
-107.504810445,37.6517159630001,130105,,CERTIFIED,38.9886,2020/10/27 14:00:00+00,2020/11/19 21:00:00+00,40,0.1,CODRC,50000,,,2021/01/13 20:50:49+00,Minimal,Smoldering,Creeping,Smoldering,Unknown,Investigated but Undetermined,,NN3J,,2020/10/14 00:07:00+00,Type 4 Incident,2020/12/14 18:00:00+00,0,100,0,0,P2,0213,RMCC,2020/10/27 15:14:59+00,2020/10/27 14:00:00+00,2020/10/27 15:14:59+00,F,Type 4 IC,Nebo ,"34 miles NE of Durango, CO Weminuche Wilderness Area",WF,FI,37.65171,-107.5048,27,2020/10/14 00:11:59+00,{8E4FEE1B-C096-4F57-A6CB-15142CBA1898},,0,1,0,0,0,0,001187,100,100,,San Juan,CODRC,08111,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,Timber,TL9,Timber (Litter and Understory),Short Grass (1 foot),2,2020-COSJF-001187,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2020/10/17 00:25:23+00,2020/10/14 01:34:18+00,2021/01/13 20:50:50+00,IRWIN,{E09F13EF-238B-4DEA-827F-6EEE96CF8001},,,
